obs,spp_names,record_num,data_source,source_page,phylum,class,order,family,genus,species,habitat,source,life hist,geo_location,lat,long,acclim_type,acclim_period,trait_category,trait,details,temp_1,temp_2,r1.1,r1.1_se,r1.1_N,r1.1_CV,r1.1_logCV,r1.2,r1.2_se,r1.2_N,r1.2_CV,r1.2_logCV,r2.1,r2.1_se,r2.1_N,r2.1_CV,r2.1_logCV,r2.2,r2.2_se,r2.2_N,r2.2_CV,r2.2_logCV,Type,treat,ES,V_ES,units,notes
826,Chanos_chanos,p66,fig3,70,Chordata,Actinopterygii,Gonorynchiformes,Chanidae,Chanos,chanos,m,c,j,Changhua County,24.199993,120.690919,2,7,other,NKA Activity,Saltwater,18,28,0.62,0.09,8,0.41,-0.89,1.26,0.06,8,0.13,-2.02,NA,NA,NA,NA,NA,1.33,0.11,8,0.24,-1.44,CV,ac,-1.11461263,0.30905366,umol Pi/mg protein/hr,NA
827,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,max_MR,active metabolic rate,Summer_Control,18,28,1.03,0.16,6,0.37,-0.99,1.68,0.21,6,0.31,-1.18,0.9,0.13,5,0.32,-1.14,2.39,0.66,6,0.68,-0.39,CV,ac,-0.217301276,0.439755455,umol O2/min/gram,NA
828,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,max_MR,active metabolic rate,Summer_UV,18,28,1.29,0.14,6,0.26,-1.35,2.54,0.57,7,0.6,-0.51,1.03,0.18,5,0.4,-0.92,1.11,0.04,5,0.08,-2.56,CV,ac,0.803547416,0.428804406,umol O2/min/gram,NA
829,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,max_MR,active metabolic rate,Winter_Control,18,28,1.15,0.11,8,0.27,-1.32,1.09,0.07,8,0.18,-1.69,1.08,0.1,8,0.27,-1.32,1.11,0.05,8,0.14,-1.97,CV,ac,-0.398400878,0.298987856,umol O2/min/gram,NA
830,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,max_MR,active metabolic rate,Winter_UV,18,28,1.21,0.12,8,0.29,-1.25,0.95,0.11,7,0.3,-1.21,0.88,0.13,8,0.42,-0.87,1.34,0.17,8,0.36,-1.01,CV,ac,0.088136581,0.332766406,umol O2/min/gram,NA
831,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,Catalase activity,Summer_Control,18,28,0.81,0.03,6,0.1,-2.34,0.82,0.06,6,0.18,-1.69,0.68,0.04,6,0.16,-1.83,0.56,0.06,6,0.27,-1.31,CV,ac,0.680877088,0.406725698,unit/mg/tissue,NA
832,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,Catalase activity,Summer_UV,18,28,0.81,0.08,6,0.25,-1.37,0.73,0.05,6,0.16,-1.81,0.93,0.09,6,0.24,-1.42,0.83,0.07,6,0.2,-1.6,CV,ac,-0.366013916,0.414445922,unit/mg/tissue,NA
833,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,Catalase activity,Winter_Control,18,28,0.47,0.04,6,0.2,-1.61,0.4,0.03,6,0.2,-1.59,0.62,0.04,6,0.16,-1.85,0.58,0.05,6,0.23,-1.48,CV,ac,-0.126413925,0.412868096,unit/mg/tissue,NA
834,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,Catalase activity,Winter_UV,18,28,0.55,0.07,6,0.3,-1.19,0.46,0.11,6,0.6,-0.5,0.56,0.05,6,0.24,-1.44,0.44,0.06,6,0.36,-1.03,CV,ac,0.630676913,0.473381712,unit/mg/tissue,NA
835,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,rest_MR,resting metabolic rate,Summer_Control,18,28,0.07,0.01,6,0.4,-0.92,0.11,0.02,6,0.43,-0.85,0.11,0.05,5,1.01,0.01,0.29,0.05,6,0.46,-0.77,CV,ac,0.241162057,0.453466015,umol O2/min/gram,NA
836,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,rest_MR,resting metabolic rate,Summer_UV,18,28,0.19,0.04,6,0.55,-0.6,0.21,0.03,7,0.42,-0.86,0.08,0.02,5,0.52,-0.65,0.18,0.04,5,0.5,-0.68,CV,ac,-0.310690191,0.43139616,umol O2/min/gram,NA
837,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,rest_MR,resting metabolic rate,Winter_Control,18,28,0.06,0.01,8,0.33,-1.12,0.14,0.03,8,0.56,-0.59,0.05,0.01,8,0.51,-0.68,0.12,0.02,8,0.49,-0.71,CV,ac,0.251314428,0.359410431,umol O2/min/gram,NA
838,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,rest_MR,resting metabolic rate,Winter_UV,18,28,0.09,0.01,8,0.25,-1.37,0.12,0.02,7,0.38,-0.95,0.08,0.02,8,0.63,-0.45,0.1,0.02,8,0.53,-0.63,CV,ac,0.338699412,0.349647266,umol O2/min/gram,NA
839,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,SOD activity,Summer_Control,18,28,0.63,0.07,6,0.26,-1.34,2.09,0.18,6,0.21,-1.56,0.59,0.09,6,0.38,-0.97,1.28,0.11,6,0.21,-1.54,CV,ac,-0.254737917,0.419763092,unit/mg/tissue,NA
840,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,SOD activity,Summer_UV,18,28,0.8,0.13,6,0.4,-0.91,1.92,0.22,6,0.28,-1.29,1.12,0.12,6,0.27,-1.31,2.86,0.3,6,0.25,-1.37,CV,ac,-0.349375642,0.43953559,unit/mg/tissue,NA
841,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,SOD activity,Winter_Control,18,28,1.34,0.24,6,0.43,-0.83,2.02,0.27,6,0.32,-1.13,1.09,0.25,6,0.56,-0.59,2.79,0.49,6,0.43,-0.84,CV,ac,-0.292644862,0.449944309,unit/mg/tissue,NA
842,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,antiox,SOD activity,Winter_UV,18,28,1.16,0.12,6,0.26,-1.33,2.4,0.18,6,0.18,-1.71,1.03,0.09,6,0.22,-1.5,2.54,0.15,6,0.14,-1.96,CV,ac,-0.321583624,0.416326546,unit/mg/tissue,NA
843,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,endurance,Ucrit,Summer_Control,18,28,7.36,0.44,8,0.17,-1.78,12.27,1.01,8,0.23,-1.45,7.8,0.68,8,0.25,-1.4,12.31,1.19,8,0.27,-1.3,CV,ac,0.319833557,0.296063938,BL/second,"UV treatment is actually more natural than ""control"" but took both. Note, did not take other traits as test temps not provided in data"
844,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,endurance,Ucrit,Summer_UV,18,28,6.19,0.39,6,0.15,-1.87,8.23,1.03,8,0.36,-1.03,6.65,0.36,5,0.12,-2.1,14.06,0.91,6,0.16,-1.84,CV,ac,0.83015745,0.362489747,BL/second,NA
845,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,endurance,Ucrit,Winter_Control,18,28,11.31,0.39,7,0.09,-2.39,11.44,0.77,8,0.19,-1.66,10.47,0.63,8,0.17,-1.77,12.49,0.56,8,0.13,-2.07,CV,ac,0.735580776,0.315243196,BL/second,NA
846,Gambusia_holbrooki,p67,raw data,raw data,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,j,"Sydney, Australia",-34.10194444,151.1008333,2,28,endurance,Ucrit,Winter_UV,18,28,9.08,0.5,8,0.15,-1.87,11.66,0.44,8,0.11,-2.23,10.23,0.73,8,0.2,-1.6,12.19,0.45,8,0.1,-2.26,CV,ac,-0.37792336,0.290170553,BL/second,NA
856,Forsterygion_lapillum,p69,fig3,997,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Forsterygion,lapillum,m,w,a,"Leigh, New Zealand",-36.304872,174.798101,1,28,mito_leak,mtDNA Leak (pmol O2 / s/ mg),skeletal muscle,18,24,0.22,0.02,4,0.23,-1.49,0.56,0.03,4,0.11,-2.2,0.09,0.02,4,0.45,-0.8,0.28,0.07,4,0.47,-0.75,CV,ac,-0.881406882,1.882780632,pmol O2 /s/mg,NA
857,Forsterygion_lapillum,p69,fig3,997,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Forsterygion,lapillum,m,w,a,"Leigh, New Zealand",-36.304872,174.798101,1,28,mito_oxidation,OXPCI,skeletal muscle,18,24,1.84,0.1,4,0.11,-2.17,2.54,0.28,4,0.22,-1.53,1.43,0.11,4,0.15,-1.9,1.97,0.09,4,0.09,-2.39,CV,ac,1.178701513,1.893812159,pmol O2 /s/mg,NA
858,Forsterygion_lapillum,p69,fig3,997,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Forsterygion,lapillum,m,w,a,"Leigh, New Zealand",-36.304872,174.798101,1,28,mito_oxidation,OXPCI/CII,skeletal muscle,18,24,2.51,0.21,4,0.17,-1.8,3.67,0.48,4,0.26,-1.34,1.85,0.13,4,0.14,-1.98,2.67,0.14,4,0.11,-2.24,CV,ac,0.744616107,1.91881286,pmol O2 /s/mg,NA
859,Forsterygion_lapillum,p69,fig3,997,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Forsterygion,lapillum,m,w,a,"Leigh, New Zealand",-36.304872,174.798101,1,28,mito_leak,OXPGLeak,skeletal muscle,18,24,1.33,0.11,4,0.16,-1.83,1.59,0.41,4,0.51,-0.67,0.97,0.09,4,0.19,-1.68,1.27,0.08,4,0.13,-2.03,CV,ac,1.895202867,2.055554719,pmol O2 /s/mg,NA
861,Haliotis_rubra,p7,fig,29,Mollusca,Gastropoda,Archaeogastropoda,Haliotidae,Haliotis,rubra,m,c,a,"Vic, Australia",-33.138,144.71,1,14,other,movement,vol move in respirometer,16,23,0.71,0.2,10,0.89,-0.12,1.16,0.29,10,0.79,-0.24,0,0,10,NA,NA,0.61,0.25,10,1.3,0.26,CV,ac,-0.170495368,0.743003179,shell length/h,NA
862,Haliotis_laevigata,p7,fig,29,Mollusca,Gastropoda,Archaeogastropoda,Haliotidae,Haliotis,laevigata,m,c,a,"Vic, Australia",-33.138,144.71,1,14,other,movement,vol move in respirometer,16,23,0.87,0.43,10,1.56,0.45,1.83,0.34,10,0.59,-0.53,0,0,10,NA,NA,0.55,0.21,10,1.21,0.19,CV,ac,-1.397739465,1.022503923,shell length/h,NA
863,Haliotis_rubra,p7,fig,29,Mollusca,Gastropoda,Archaeogastropoda,Haliotidae,Haliotis,rubra,m,c,a,"Vic, Australia",-33.138,144.71,1,14,other,movement,vol move in respirometer,16,23,0.23,0.14,10,1.92,0.65,0.27,0.11,10,1.29,0.25,0,0,10,NA,NA,0.21,0.09,10,1.39,0.33,CV,ac,-0.573578153,1.548394724,shell length/h,NA
864,Acipenser_brevirostrum,p70,fig,556,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,brevirostrum,m,c,j,"New Brunswick, Canada",46.5653,66.4619,1,10,rest_MR,metabolic rate,routine,10,15,221.99,12.45,6,0.14,-1.99,350.62,33.2,6,0.23,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CV,ac,1.047517146,1.64844582,MO2 (mg O2 kg-1 h-1),measured for only one acclimation temp but at many different acute temps
865,Acipenser_brevirostrum,p70,fig,556,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,brevirostrum,m,c,j,"New Brunswick, Canada",46.5653,66.4619,1,10,rest_MR,metabolic rate,routine,10,20,221.99,12.45,6,0.14,-1.99,392.12,14.52,6,0.09,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CV,ac,-0.415129193,0.404516554,MO2 (mg O2 kg-1 h-1),measured for only one acclimation temp but at many different acute temps
866,Acipenser_brevirostrum,p70,fig,556,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,brevirostrum,m,c,j,"New Brunswick, Canada",46.5653,66.4619,1,10,rest_MR,metabolic rate,routine,10,25,221.99,12.45,6,0.14,-1.99,448.13,24.9,6,0.14,-1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CV,ac,-0.006202568,0.180547891,MO2 (mg O2 kg-1 h-1),measured for only one acclimation temp but at many different acute temps
870,Danio_rerio,p82,fig,87,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,m,c,a,"Bundaberg, QLD",24.867,152.351,2,21,cardiac,active heart rate (bpm),Control group (No Bisphenol),18,28,252.26,8.21,8,0.09,-2.39,394.19,17.34,8,0.12,-2.08,244.52,7.3,8,0.08,-2.47,368.39,9.12,8,0.07,-2.66,CV,ac,0.301290323,0.288708541,NA,NA
871,Danio_rerio,p82,fig,87,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,m,c,a,"Bundaberg, QLD",24.867,152.351,2,21,cardiac,resting heart rate (bpm),Control group (No Bisphenol),18,28,134.29,8.89,8,0.19,-1.68,200.57,12.12,8,0.17,-1.77,164,12.12,8,0.21,-1.57,189.14,14.55,8,0.22,-1.53,CV,ac,-0.091231741,0.293748244,NA,NA
872,Danio_rerio,p82,fig,87,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,m,c,a,"Bundaberg, QLD",24.867,152.351,2,21,ATPase,SERCA activity,"skeletal tissue, Control group (No Bisphenol)",18,28,3.67,0.56,9,0.46,-0.78,7.63,0.97,9,0.38,-0.96,0.77,0.99,9,3.86,1.35,3.59,1.22,9,1.02,0.02,CV,ac,-0.182536896,0.289445241,NA,NA
873,Danio_rerio,p82,fig,87,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,m,c,a,"Bundaberg, QLD",24.867,152.351,2,21,ATPase,SERCA activity,"muscle tissue, Control group (No Bisphenol)",18,28,2.55,0.51,9,0.6,-0.51,3.83,0.72,9,0.56,-0.57,2.71,0.74,9,0.82,-0.2,3.35,0.96,9,0.86,-0.15,CV,ac,-0.061930958,0.325340073,NA,NA
874,Danio_rerio,p82,fig,87,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,m,c,a,"Bundaberg, QLD",24.867,152.351,2,21,sprint,swim speed,Control group (No Bisphenol),18,28,8.4,0.21,13,0.09,-2.41,9.28,0.31,13,0.12,-2.12,6.22,0.51,13,0.3,-1.22,8.88,0.21,13,0.09,-2.46,CV,ac,0.289834926,0.168407572,critical swim speed (body lengths per s),NA
875,Cynops_orientalis,p84,fig,191,Chordata,Amphibia,Urodela,Salamandridae,Cynops,orientalis,t,w,j,"Fuyang, Hangzhou",32.8905,115.8145,1,28,sprint,Absolute speed (cm/s),NA,16,24,12.68,2.03,8,0.45,-0.79,16.59,3.12,8,0.53,-0.63,17.21,1.09,8,0.18,-1.72,20.49,0.78,8,0.11,-2.23,CV,ac,0.201278817,0.541739157,cm/s,NA
876,Cynops_orientalis,p84,fig,191,Chordata,Amphibia,Urodela,Salamandridae,Cynops,orientalis,t,w,a,"Fuyang, Hangzhou",32.8905,115.8145,1,28,sprint,Absolute speed (cm/s),NA,16,24,18.93,2.19,12,0.4,-0.91,26.11,2.97,12,0.39,-0.93,26.26,2.65,12,0.35,-1.05,31.73,4.37,12,0.48,-0.74,CV,ac,-0.021137511,0.325220576,NA,NA
877,Perca_fluviatilis,p89,table,51,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,f,w,a,"Turku, Finland",60.2385,21.9606,1,28,other,CL Peak Emission,Respiratory burst reaction of phagocytizing leukocytes,5,16,1.09,0.03,13,0.1,-2.29,1.16,0.06,13,0.2,-1.62,1.31,0.06,17,0.18,-1.7,1.59,0.14,17,0.37,-0.99,CV,ac,0.573549883,0.140578153,NA,NA
881,Rhinella_marina,p91,fig,1170,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,t,w,a,"Border Ranges, NSW, Australia",28.3953,153.0701,1,112,sprint,locomoter speed,high elevation,12,24,0.26,0.07,30,1.52,0.42,0.84,0.22,30,1.46,0.38,0.35,0.07,30,1.14,0.13,2.28,0.16,30,0.38,-0.96,CV,ac,-0.022989964,0.145864464,body lengths per s,NA
882,Rhinella_marina,p91,fig,1170,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,t,w,a,"Border Ranges, NSW, Australia",28.3953,153.0701,1,112,sprint,locomoter speed,low elevation,12,24,0.12,0.04,40,2.23,0.8,1.3,0.15,40,0.71,-0.34,0.41,0.06,40,0.87,-0.14,1.99,0.11,40,0.36,-1.03,CV,ac,-0.884059967,0.122018592,body lengths per s,NA
883,Gadus_morhua,p93,table,466,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,m,w,a,Helgoland,54.1803,7.8889,1,42,ATPase,Na+/K+ ATPase activity,NC,4,10,20.78,2.74,6,0.32,-1.13,71.01,7.54,6,0.26,-1.35,20.86,1.03,6,0.12,-2.11,71.65,3.08,6,0.11,-2.25,CV,ac,-0.360942442,1.190725223,umol h-1 g fwt-1,NA
884,Gadus_morhua,p93,table,466,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,m,c,a,"University of Bergen, raised in Alfred Wegener Institute",60.3913,5.3221,1,42,ATPase,Na+/K+ ATPase activity,NECAC,4,10,20.22,2.65,6,0.32,-1.14,85.69,8.83,6,0.25,-1.38,17.7,2.73,6,0.38,-0.97,67.43,9.48,6,0.34,-1.07,CV,ac,-0.400780908,1.188318731,umol h-1 g fwt-1,NA
885,Merlanguis_merlangus,p93,table,466,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlanguis,merlangus,m,w,a,Helgoland,54.1803,7.8889,1,42,ATPase,Na+/K+ ATPase activity,WH,4,10,23.05,3.2,8,0.39,-0.93,54.66,5.47,8,0.28,-1.26,11.79,1.21,8,0.29,-1.24,23.05,3.2,8,0.39,-0.93,CV,ac,-0.545564341,0.875006435,umol h-1 g fwt-1,NA
886,Notophthalmus_viridescens,p95,fig,106,Chordata,Amphibia,Urodela,Salamandridae,Notophthalmus,viridescens,f,w,a,"Florida, USA",27.6648,81.5158,1,14,sprint,burst speed,NA,6,28,9.6,0.46,18,0.21,-1.58,31.5,2.51,18,0.34,-1.08,7.14,0.66,21,0.42,-0.86,39.7,1.32,21,0.15,-1.88,CV,ac,0.231175952,0.026093465,cm/s,NA
887,Notophthalmus_viridescens,p95,fig,106,Chordata,Amphibia,Urodela,Salamandridae,Notophthalmus,viridescens,f,w,a,"Maine, USA",45.2538,69.4455,1,14,sprint,burst speed,NA,6,28,14.29,0.66,20,0.21,-1.57,27.39,1.59,20,0.26,-1.35,8.73,0.53,19,0.26,-1.33,36.39,1.32,20,0.16,-1.82,CV,ac,0.103923395,0.022885571,cm/s,NA
889,Notophthalmus_viridescens,p95,fig,106,Chordata,Amphibia,Urodela,Salamandridae,Notophthalmus,viridescens,f,w,a,"Maine, USA",45.2538,69.4455,1,14,metabolic_enzyme,CK activity,NA,6,28,100.93,5.61,6,0.14,-1.99,396.26,52.34,6,0.32,-1.13,85.98,0,5,0,NA,332.71,44.86,6,0.33,-1.11,CV,ac,0.393439465,0.086887588,units per g,NA
1,Gambusia_holbrooki,p001_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,a,"Aigues-Mortes, France",43,4,1,35,other,swim,sperm,18,30,0.81,0.02,10,0.07,-2.66,1.23,0.02,10,0.05,-2.96,1.04,0.02,10,0.06,-2.87,1.7,0.04,10,0.07,-2.68,CV,aw,0.168116369,0.154962276,NA,NA
2,Onchorhynchus_mykiss,p002_o,NA,NA,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,f,c,j,"Kontiolahti, Finland",62.75,29.8,1,28,cardiac,heart rate,heart,4,17,32,1,15,0.12,-2.11,75,4,15,0.21,-1.58,25,1,15,0.15,-1.86,88,2,15,0.09,-2.43,CV,aw,-0.434856776,0.085783238,in beats/min,NA
4,Onchorhynchus_mykiss,p002_o,NA,NA,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,f,c,a,"Joensuu, Finland",62.6,29.75,1,28,ATPase,myofibrillar ATPase,ventricle,4,17,0.05,0.01,6,0.63,-0.47,0.16,0.03,6,0.44,-0.82,0.05,0.01,6,0.38,-0.96,0.23,0.02,6,0.21,-1.56,CV,aw,-0.640699325,0.264829253,in umol/mg protein x min,NA
8,Dreissena_polymorpha,p004_o,NA,NA,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,polymorpha,f,w,a,"Monroe, Michigan, USA",41.8,83.4,1,14,rest_MR,MR,routine,5,25,0.14,0.02,12,0.54,-0.62,0.83,0.06,12,0.25,-1.38,0.06,0.03,12,1.73,0.55,0.82,0.08,12,0.32,-1.14,CV,aw,-0.817065263,0.110334081,NA,NA
15,Mya_arenaria,p007_o,NA,NA,Mollusca,Bivalvia,Myoida,Myidae,Mya,arenaria,m,w,a,Blue Hill Falls,44.413889,-68.586667,1,14,rest_MR,MR,rest,10,20,0.2,0.05,8,0.71,-0.35,0.4,0.04,8,0.28,-1.26,0.16,0.05,8,0.88,-0.12,0.35,0.04,8,0.32,-1.13,CV,aw,-1.005902891,0.39643176,ml/g/h,high intertidal
16,Mya_arenaria,p007_o,NA,NA,Mollusca,Bivalvia,Myoida,Myidae,Mya,arenaria,m,w,a,Blue Hill Falls,44.413889,-68.586667,1,14,rest_MR,MR,rest,10,20,0.12,0.03,8,0.71,-0.35,0.45,0.07,8,0.44,-0.82,0.11,0.03,8,0.79,-0.23,0.2,0.02,8,0.28,-1.26,CV,aw,-1.003302109,0.370094451,ml/g/h,mid intertidal
17,Mya_arenaria,p007_o,NA,NA,Mollusca,Bivalvia,Myoida,Myidae,Mya,arenaria,m,w,a,Blue Hill Falls,44.413889,-68.586667,1,14,rest_MR,MR,rest,10,20,0.35,0.04,8,0.32,-1.13,0.4,0.03,8,0.21,-1.55,0.11,0.05,8,1.31,0.27,0.25,0.03,8,0.34,-1.08,CV,aw,-1.331806176,0.506725856,ml/g/h,low intertidal
18,Mya_arenaria,p007_o,NA,NA,Mollusca,Bivalvia,Myoida,Myidae,Mya,arenaria,m,w,a,Blue Hill Falls,44.413889,-68.586667,1,14,rest_MR,MR,rest,10,20,0.4,0.06,8,0.42,-0.86,0.3,0.06,8,0.57,-0.57,0.2,0.05,8,0.71,-0.35,0.22,0.05,8,0.64,-0.44,CV,aw,-0.09531018,0.399867178,ml/g/h,subtidal
24,Helix_aspersa,p012_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,aspersa,t,w,a,Crete,32.21,24.91,1,16,cardiac,HR,rest,6,20,9,1,6,0.27,-1.3,20,2,6,0.24,-1.41,12.5,2,6,0.39,-0.94,20,2,6,0.24,-1.41,CV,aw,-0.335716878,0.222244898,bpm,NA
25,Helix_lucorum,p012_o,NA,NA,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,lucorum,t,w,a,"Edessa, Greece",40.8,22.05,1,16,cardiac,HR,rest,6,20,6,1,6,0.41,-0.9,18,2,6,0.27,-1.3,9,2,6,0.54,-0.61,25,2,6,0.2,-1.63,CV,aw,-0.729750891,0.232542202,bpm,NA
26,Myoxocephalus_scorpius,p013_o,NA,NA,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,scorpius,m,w,a,"St Andrews, Scotland",56.3404,-2.7955,1,50,ATPase,ATPase,myofibrillar,5,15,0.16,0.01,6,0.15,-1.88,0.48,0.06,6,0.31,-1.18,0.13,0.01,6,0.19,-1.67,0.44,0.06,6,0.33,-1.1,CV,aw,0.572519193,0.424512201,umol pi mg-1 min-1,NA
27,Myoxocephalus_scorpius,p013_o,NA,NA,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,scorpius,m,w,a,"St Andrews, Scotland",56.3404,-2.7955,1,50,muscle,tension,muscle,5,15,97,15,10,0.49,-0.72,147,15,10,0.32,-1.13,110,12,10,0.34,-1.06,108,10,10,0.29,-1.23,CV,aw,-0.163972418,0.242696437,kN m-2,NA
28,Myoxocephalus_scorpius,p013_o,NA,NA,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,scorpius,m,w,a,"St Andrews, Scotland",56.3404,-2.7955,1,50,muscle,velocity,muscle,5,15,3.5,0.8,10,0.72,-0.32,4.1,0.2,10,0.15,-1.87,2.8,1,10,1.13,0.12,6.2,0.8,10,0.41,-0.9,CV,aw,-1.018073426,0.366422566,L s-1,NA
29,Prochilodus_scrofa,p014_o,NA,NA,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus,scrofa,f,w,a,"Pirassununga, Brazil",22,47.4,1,28,rest_MR,MR,rest,15,25,1.72,0.38,10,0.69,-0.37,5.94,0.78,10,0.42,-0.88,0.63,0.25,10,1.26,0.24,3.44,0.25,10,0.23,-1.47,CV,aw,-1.697506931,0.384974189,NA,NA
30,Prochilodus_scrofa,p014_o,NA,NA,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Prochilodus,scrofa,f,w,a,"Pirassununga, Brazil",22,47.4,1,28,rest_MR,MR,rest,25,35,3.44,0.31,10,0.29,-1.25,14.38,2.5,10,0.55,-0.6,2.34,0.38,10,0.51,-0.68,8.75,1.56,10,0.56,-0.57,CV,aw,0.093367077,0.280379557,NA,NA
